chr	start	end	adipocyte	endothelial_cell	colon_fibroblasts	heart_fibroblasts	dermal_fibroblast	skeletal_muscle	smooth_muscle	heart_cardiomyocyte	bone_osteoblast	oligodendrocyte	neuron	hepatocyte	pancreas_duct	pancreas_acinar	pancreas_delta	pancreas_beta	pancreas_alpha	kidney_epithelial	thyroid_epithelial	fallopian_epithelial	ovary_epithelial	erythrocyte_progenitor	T-cell	NK-cell	monocyte	granulocyte	B-cell	epiderminal_keratinocyte	head_neck_epithelial	lung_epithelial	prostate_epithelial	bladder_epithelial	breast_luminal	breast_basal	lung_alveolar_epithelial	gallbladder	gastric_epithelial	colon_epithelial	small_int_epithelial
chr16	60279180	60279275	0.88	0.83	0.81	0.57	0.70	0.67	0.19	0.94	0.45	0.74	0.85	0.82	0.96	0.74	0.95	0.89	0.87	0.88	0.91	0.93	0.84	0.68	0.89	0.93	0.93	0.91	0.93	0.91	0.92	0.91	0.88	0.87	0.91	0.89	0.86	0.93	0.91	0.92	0.93
chr16	66689474	66689489	0.94	0.92	0.86	0.94	0.95	0.91	0.93	0.97	0.89	0.82	0.93	0.86	0.95	0.80	0.95	0.94	0.90	0.14	0.05	0.93	0.83	0.86	0.96	0.83	0.96	0.98	0.89	0.94	0.96	0.97	0.98	0.94	0.98	0.96	0.96	0.97	0.95	0.96	0.94
chr16	66747419	66747639	0.91	0.91	0.93	0.86	0.90	0.89	0.87	0.94	0.93	0.91	0.91	0.97	0.98	0.92	0.93	0.93	0.95	0.96	0.95	0.96	0.96	0.86	0.95	0.96	0.88	0.79	0.96	0.94	0.95	0.93	0.95	0.95	0.95	0.93	0.89	0.89	0.91	0.03	0.57
chr16	66850496	66850664	0.85	0.89	0.64	0.80	0.87	0.84	0.75	0.95	0.80	0.93	0.89	0.95	0.95	0.90	0.91	0.95	0.88	0.93	0.88	0.91	0.95	0.71	0.80	0.72	0.09	0.94	0.34	0.90	0.88	0.91	0.96	0.93	0.94	0.96	0.83	0.91	0.92	0.93	0.89
chr16	66973364	66973414	0.81	0.77	0.79	0.74	0.82	0.82	0.73	0.88	0.76	0.89	0.94	0.94	0.86	0.79	0.78	0.86	0.80	0.85	0.88	0.00	0.56	0.69	0.86	0.91	0.94	0.93	0.87	0.92	0.87	0.90	0.94	0.86	0.87	0.93	0.66	0.81	0.85	0.85	0.80
chr16	67397166	67397285	0.63	0.86	0.79	0.76	0.19	0.75	0.69	0.97	0.61	0.98	0.96	0.97	0.97	0.96	0.96	0.96	0.96	0.95	0.96	0.96	0.96	0.80	0.93	0.97	0.97	0.98	0.94	0.75	0.82	0.87	0.95	0.94	0.96	0.79	0.93	0.97	0.96	0.96	0.94
chr16	67639607	67639808	0.96	0.96	0.93	0.94	0.92	0.87	0.91	0.90	0.96	0.97	0.96	0.97	0.98	0.97	0.96	0.93	0.97	0.97	0.09	0.98	0.97	0.92	0.96	0.96	0.97	0.96	0.97	0.90	0.92	0.87	0.97	0.96	0.98	0.96	0.17	0.97	0.96	0.92	0.93
chr16	67665045	67665654	0.94	0.94	0.96	0.93	0.91	0.94	0.92	0.97	0.92	0.96	0.89	0.97	0.93	0.07	0.91	0.91	0.94	0.92	0.93	0.96	0.95	0.88	0.96	0.97	0.97	0.96	0.97	0.95	0.95	0.94	0.96	0.97	0.97	0.94	0.94	0.95	0.95	0.96	0.96
chr16	67721352	67721481	0.80	0.86	0.82	0.82	0.78	0.67	0.79	0.94	0.78	0.88	0.93	0.88	0.86	0.73	0.89	0.87	0.89	0.90	0.94	0.89	0.85	0.87	0.92	0.92	0.77	0.01	0.90	0.71	0.80	0.79	0.87	0.88	0.89	0.84	0.84	0.91	0.85	0.85	0.85
chr16	67927509	67927617	0.95	0.95	0.94	0.94	0.94	0.89	0.92	0.96	0.94	0.95	0.78	0.97	0.94	0.11	0.93	0.92	0.96	0.95	0.96	0.94	0.92	0.92	0.97	0.97	0.98	0.98	0.98	0.95	0.93	0.94	0.97	0.97	0.97	0.94	0.97	0.94	0.96	0.96	0.96
chr16	67929822	67930446	0.88	0.93	0.89	0.88	0.90	0.83	0.88	0.94	0.87	0.90	0.91	0.97	0.95	0.03	0.92	0.91	0.93	0.94	0.95	0.95	0.95	0.85	0.96	0.97	0.97	0.97	0.89	0.88	0.91	0.91	0.95	0.96	0.94	0.91	0.94	0.96	0.93	0.94	0.94
chr16	67930493	67931438	0.91	0.93	0.92	0.89	0.90	0.91	0.89	0.95	0.85	0.93	0.88	0.96	0.93	0.03	0.91	0.90	0.93	0.96	0.94	0.96	0.95	0.83	0.95	0.96	0.97	0.97	0.96	0.90	0.86	0.88	0.92	0.93	0.95	0.86	0.94	0.94	0.93	0.94	0.93
chr16	68341439	68341559	0.96	0.94	0.89	0.92	0.96	0.50	0.92	0.83	0.86	0.94	0.90	0.95	0.97	0.95	0.93	0.92	0.96	0.81	0.04	0.96	0.94	0.86	0.96	0.96	0.97	0.96	0.94	0.92	0.93	0.86	0.96	0.94	0.96	0.97	0.93	0.94	0.94	0.94	0.94
chr16	68999985	69000056	0.96	0.95	0.92	0.93	0.89	0.95	0.90	0.99	0.93	0.05	0.90	0.98	0.98	0.97	0.99	0.99	0.97	0.98	0.96	0.98	0.96	0.78	0.95	0.97	0.97	0.97	0.94	0.99	0.93	0.97	0.96	0.96	0.96	0.94	0.96	0.93	0.97	0.95	0.95
chr16	69099396	69099618	0.93	0.95	0.93	0.90	0.92	0.91	0.90	0.96	0.79	0.96	0.97	0.94	0.82	0.86	0.93	0.93	0.95	0.91	0.57	0.94	0.84	0.80	0.94	0.95	0.95	0.96	0.94	0.89	0.87	0.78	0.96	0.90	0.94	0.95	0.10	0.86	0.85	0.90	0.92
chr16	69799910	69800224	0.87	0.93	0.77	0.93	0.65	0.93	0.85	0.98	0.57	0.07	0.87	0.98	0.97	0.96	0.96	0.93	0.96	0.92	0.93	0.96	0.95	0.83	0.96	0.97	0.97	0.98	0.97	0.92	0.94	0.87	0.93	0.96	0.98	0.97	0.86	0.98	0.95	0.97	0.97
chr16	70292285	70292975	0.95	0.95	0.93	0.93	0.94	0.95	0.92	0.96	0.93	0.95	0.93	0.94	0.97	0.28	0.95	0.95	0.92	0.98	0.96	0.97	0.96	0.81	0.96	0.97	0.97	0.98	0.96	0.96	0.95	0.94	0.97	0.94	0.96	0.97	0.95	0.96	0.06	0.95	0.94
chr16	70480934	70481139	0.96	0.96	0.94	0.93	0.93	0.93	0.91	0.94	0.92	0.95	0.95	0.96	0.95	0.91	0.84	0.13	0.09	0.96	0.95	0.96	0.97	0.91	0.96	0.98	0.97	0.97	0.93	0.70	0.93	0.92	0.95	0.97	0.97	0.97	0.92	0.93	0.92	0.93	0.89
chr16	70777780	70778245	0.92	0.93	0.90	0.93	0.89	0.86	0.78	0.93	0.35	0.88	0.95	0.96	0.95	0.94	0.92	0.91	0.93	0.94	0.95	0.97	0.97	0.83	0.96	0.96	0.97	0.96	0.97	0.90	0.95	0.95	0.28	0.95	0.96	0.90	0.95	0.95	0.95	0.81	0.96
chr16	71015623	71015699	0.86	0.84	0.84	0.80	0.93	0.80	0.78	0.95	0.79	0.62	0.80	0.94	0.98	0.88	0.66	0.00	0.65	0.96	0.94	0.98	0.97	0.75	0.94	0.96	0.97	0.97	0.95	0.96	0.94	0.98	0.96	0.94	0.96	0.96	0.95	0.96	0.94	0.96	0.96
chr16	71527472	71527693	0.94	0.94	0.92	0.88	0.94	0.95	0.87	0.97	0.94	0.95	0.97	0.85	0.97	0.88	0.97	0.98	0.97	0.96	0.96	0.96	0.96	0.69	0.94	0.94	0.94	0.95	0.96	0.89	0.96	0.97	0.97	0.98	0.98	0.96	0.97	0.04	0.96	0.97	0.97
chr16	71728101	71728190	0.96	0.95	0.77	0.94	0.95	0.92	0.95	0.97	0.93	0.95	0.96	0.97	0.98	0.96	0.97	0.93	0.97	0.95	0.95	0.97	0.97	0.76	0.96	0.98	0.91	0.89	0.06	0.94	0.95	0.96	0.97	0.97	0.97	0.96	0.98	0.98	0.95	0.94	0.87
chr16	71810384	71811169	0.91	0.94	0.91	0.90	0.93	0.91	0.88	0.96	0.88	0.95	0.96	0.97	0.97	0.89	0.96	0.95	0.96	0.95	0.95	0.97	0.91	0.84	0.94	0.96	0.90	0.90	0.95	0.93	0.92	0.93	0.95	0.95	0.90	0.95	0.92	0.87	0.03	0.95	0.94
chr16	71834681	71834703	0.92	0.92	0.94	0.87	0.89	0.87	0.84	0.88	0.89	0.90	0.95	0.97	0.93	0.89	0.82	0.93	0.89	0.16	0.91	0.95	0.96	0.81	0.94	0.97	0.97	0.97	0.94	0.92	0.94	0.94	0.94	0.94	0.98	0.98	0.80	0.95	0.97	0.93	0.92
chr16	72298277	72298667	0.90	0.91	0.91	0.86	0.85	0.90	0.83	0.95	0.90	0.97	0.95	0.90	0.95	0.89	0.91	0.94	0.93	0.71	0.94	0.98	0.97	0.68	0.91	0.94	0.97	0.96	0.95	0.92	0.93	0.92	0.97	0.94	0.93	0.97	0.96	0.88	0.85	0.91	0.06
chr16	72425250	72425843	0.91	0.93	0.83	0.85	0.93	0.92	0.85	0.92	0.79	0.02	0.06	0.94	0.94	0.93	0.94	0.94	0.94	0.94	0.93	0.94	0.95	0.79	0.95	0.96	0.97	0.97	0.97	0.90	0.95	0.96	0.96	0.96	0.95	0.94	0.95	0.91	0.95	0.97	0.95
chr16	72425886	72426405	0.97	0.96	0.83	0.93	0.93	0.94	0.89	0.93	0.92	0.03	0.09	0.96	0.96	0.94	0.96	0.97	0.95	0.98	0.97	0.98	0.97	0.85	0.95	0.97	0.98	0.97	0.96	0.95	0.97	0.97	0.96	0.98	0.97	0.95	0.97	0.95	0.96	0.97	0.97
chr16	72426544	72426817	0.94	0.96	0.87	0.91	0.92	0.86	0.90	0.96	0.83	0.04	0.13	0.95	0.94	0.91	0.93	0.96	0.92	0.94	0.98	0.97	0.96	0.83	0.96	0.98	0.97	0.98	0.97	0.95	0.96	0.97	0.82	0.96	0.87	0.74	0.95	0.95	0.95	0.97	0.97
chr16	72906060	72906209	0.86	0.92	0.92	0.20	0.80	0.86	0.79	0.93	0.85	0.96	0.97	0.97	0.96	0.97	0.97	0.97	0.97	0.96	0.96	0.97	0.98	0.77	0.93	0.96	0.97	0.96	0.95	0.91	0.96	0.96	0.97	0.97	0.97	0.98	0.97	0.94	0.96	0.98	0.97
chr16	72924571	72924632	0.97	0.97	0.95	0.95	0.95	0.95	0.95	0.96	0.95	0.93	0.95	0.97	0.04	0.98	0.67	0.87	0.96	0.81	0.97	0.97	0.89	0.84	0.95	0.97	0.94	0.98	0.97	0.91	0.95	0.95	0.74	0.95	0.58	0.91	0.92	0.65	0.85	0.96	0.95
chr16	73129955	73130196	0.79	0.90	0.79	0.85	0.22	0.87	0.72	0.96	0.73	0.97	0.95	0.97	0.98	0.94	0.96	0.97	0.92	0.95	0.95	0.97	0.94	0.69	0.93	0.96	0.97	0.96	0.95	0.91	0.89	0.95	0.96	0.90	0.94	0.90	0.95	0.94	0.93	0.95	0.96
chr16	73621219	73621293	0.91	0.86	0.85	0.67	0.85	0.90	0.68	0.95	0.58	0.96	0.94	0.74	0.84	0.66	0.01	0.04	0.64	0.92	0.93	0.92	0.94	0.61	0.88	0.92	0.93	0.94	0.91	0.89	0.90	0.96	0.88	0.90	0.81	0.89	0.89	0.87	0.82	0.92	0.92
chr16	74433119	74433212	0.81	0.79	0.88	0.87	0.88	0.83	0.87	0.94	0.82	0.81	0.83	0.92	0.94	0.91	0.88	0.90	0.86	0.87	0.73	0.01	0.03	0.66	0.89	0.88	0.92	0.90	0.88	0.90	0.80	0.85	0.91	0.90	0.95	0.93	0.84	0.96	0.84	0.76	0.83
chr16	74461087	74461328	0.93	0.95	0.93	0.93	0.93	0.91	0.91	0.95	0.92	0.96	0.94	0.97	0.94	0.08	0.95	0.96	0.97	0.96	0.96	0.96	0.96	0.91	0.96	0.99	0.98	0.97	0.96	0.93	0.96	0.95	0.92	0.97	0.96	0.97	0.95	0.22	0.91	0.96	0.96
chr16	74512219	74512350	0.98	0.97	0.97	0.96	0.95	0.97	0.95	0.98	0.97	0.98	0.96	0.98	0.98	0.98	0.99	0.98	0.98	0.94	0.97	0.98	0.97	0.15	0.96	0.78	0.98	0.98	0.96	0.93	0.97	0.98	0.98	0.97	0.98	0.99	0.98	0.97	0.97	0.98	0.97
chr16	74625377	74625634	0.94	0.94	0.91	0.91	0.93	0.92	0.89	0.96	0.91	0.93	0.92	0.96	0.96	0.94	0.93	0.94	0.94	0.23	0.95	0.95	0.92	0.87	0.95	0.96	0.97	0.96	0.95	0.91	0.89	0.92	0.94	0.95	0.97	0.93	0.90	0.72	0.90	0.90	0.92
chr16	75036803	75036884	0.95	0.96	0.92	0.96	0.94	0.93	0.93	0.98	0.91	0.97	0.91	0.97	0.97	0.95	0.94	0.95	0.94	0.98	0.90	0.97	0.96	0.87	0.96	0.95	0.96	0.98	0.96	0.94	0.93	0.93	0.83	0.88	0.92	0.98	0.91	0.97	0.95	0.07	0.75
chr16	75221117	75221142	0.96	0.97	0.97	0.98	0.93	0.94	0.94	0.98	0.97	0.97	0.97	0.98	0.95	0.05	0.97	0.99	0.95	0.97	0.97	0.99	0.95	0.66	0.97	0.98	0.95	0.97	0.94	0.94	0.97	0.97	0.98	0.98	0.99	0.97	0.97	1.00	0.97	0.90	0.92
chr16	75229437	75229841	0.95	0.95	0.93	0.95	0.95	0.94	0.93	0.92	0.90	0.95	0.90	0.97	0.94	0.07	0.94	0.94	0.95	0.92	0.96	0.98	0.96	0.79	0.94	0.96	0.97	0.97	0.96	0.94	0.96	0.96	0.97	0.97	0.97	0.93	0.96	0.94	0.96	0.97	0.97
chr16	75294864	75294987	0.89	0.95	0.92	0.94	0.60	0.90	0.82	0.93	0.93	0.96	0.79	0.98	0.99	0.97	0.97	0.94	0.98	0.96	0.95	0.98	0.93	0.81	0.96	0.98	0.98	0.98	0.97	0.14	0.88	0.97	0.96	0.97	0.98	0.98	0.96	0.96	0.96	0.97	0.96
chr16	78270411	78271070	0.94	0.92	0.91	0.70	0.86	0.91	0.69	0.98	0.72	0.95	0.97	0.96	0.09	0.85	0.82	0.85	0.93	0.92	0.95	0.97	0.94	0.70	0.94	0.96	0.95	0.96	0.96	0.90	0.95	0.96	0.96	0.95	0.96	0.96	0.95	0.51	0.94	0.95	0.95
chr16	78321748	78322188	0.90	0.94	0.73	0.59	0.70	0.91	0.76	0.87	0.83	0.95	0.81	0.97	0.97	0.94	0.77	0.03	0.01	0.97	0.96	0.92	0.94	0.73	0.96	0.96	0.96	0.96	0.96	0.90	0.90	0.90	0.86	0.94	0.96	0.98	0.91	0.93	0.93	0.95	0.95
chr16	78556564	78556829	0.96	0.96	0.91	0.84	0.95	0.96	0.82	0.97	0.86	0.97	0.97	0.06	0.98	0.95	0.97	0.96	0.96	0.97	0.95	0.98	0.96	0.80	0.94	0.96	0.97	0.97	0.95	0.92	0.97	0.97	0.97	0.94	0.98	0.98	0.97	0.95	0.95	0.96	0.96
chr16	79139873	79140194	0.86	0.90	0.86	0.08	0.53	0.73	0.64	0.88	0.80	0.97	0.92	0.97	0.97	0.89	0.92	0.95	0.96	0.94	0.95	0.95	0.93	0.66	0.94	0.95	0.96	0.95	0.94	0.90	0.95	0.93	0.93	0.93	0.98	0.98	0.93	0.96	0.94	0.93	0.95
chr16	79140255	79140386	0.92	0.92	0.92	0.12	0.85	0.67	0.71	0.86	0.87	0.96	0.96	0.95	0.94	0.89	0.91	0.94	0.93	0.92	0.93	0.94	0.95	0.70	0.94	0.93	0.97	0.96	0.95	0.92	0.94	0.94	0.95	0.94	0.96	0.97	0.91	0.93	0.91	0.94	0.95
chr16	79850845	79850862	0.96	0.96	0.96	0.85	0.99	0.95	0.81	0.95	0.70	0.96	0.78	0.96	0.98	0.93	0.96	0.96	0.97	0.98	0.96	0.94	0.92	0.75	0.95	0.98	0.96	0.96	0.97	0.10	0.69	0.98	0.11	0.85	0.63	0.89	0.96	0.97	0.96	0.94	0.99
chr16	80706345	80706379	0.95	0.92	0.91	0.81	0.83	0.89	0.72	0.92	0.84	0.98	0.96	0.97	0.02	0.92	0.66	0.96	0.96	0.96	0.74	0.65	0.93	0.66	0.89	0.94	0.99	0.96	0.97	0.74	0.96	0.89	0.92	0.98	0.96	0.97	0.82	0.96	0.96	0.97	0.99
chr16	80982712	80982731	0.98	0.97	0.94	0.96	0.99	0.95	0.91	0.97	0.94	0.92	0.90	0.97	0.97	0.99	0.99	0.98	0.99	0.97	0.97	0.98	0.98	0.93	0.97	0.99	0.97	0.97	0.98	0.99	0.98	0.98	0.95	0.99	0.91	0.91	0.92	1.00	0.98	0.03	0.46
chr16	81149795	81149865	0.74	0.85	0.86	0.76	0.16	0.63	0.79	0.94	0.74	0.94	0.94	0.92	0.91	0.75	0.88	0.88	0.84	0.93	0.93	0.95	0.95	0.75	0.93	0.96	0.94	0.96	0.93	0.87	0.92	0.93	0.93	0.93	0.94	0.94	0.90	0.90	0.92	0.96	0.91
chr16	81356757	81356977	0.95	0.96	0.95	0.93	0.93	0.92	0.92	0.96	0.95	0.95	0.96	0.96	0.97	0.97	0.93	0.94	0.95	0.95	0.95	0.95	0.97	0.83	0.91	0.98	0.95	0.75	0.97	0.90	0.94	0.97	0.96	0.96	0.80	0.10	0.95	0.97	0.97	0.98	0.97
chr16	81377255	81377772	0.82	0.90	0.94	0.95	0.94	0.93	0.93	0.96	0.92	0.96	0.94	0.97	0.97	0.95	0.93	0.95	0.95	0.97	0.96	0.98	0.95	0.80	0.96	0.97	0.97	0.90	0.97	0.11	0.89	0.95	0.93	0.96	0.96	0.90	0.96	0.95	0.97	0.96	0.96
chr16	81419838	81420124	0.96	0.96	0.92	0.91	0.94	0.94	0.88	0.96	0.91	0.95	0.97	0.96	0.95	0.93	0.96	0.95	0.96	0.98	0.95	0.96	0.96	0.71	0.90	0.89	0.97	0.97	0.96	0.95	0.96	0.95	0.93	0.93	0.98	0.97	0.94	0.93	0.93	0.04	0.81
chr16	81518819	81519024	0.94	0.91	0.95	0.95	0.97	0.96	0.94	0.97	0.97	0.96	0.96	0.97	0.98	0.97	0.98	0.98	0.97	0.17	0.81	0.97	0.67	0.72	0.96	0.97	0.97	0.91	0.89	0.92	0.93	0.95	0.97	0.95	0.98	0.94	0.96	0.96	0.97	0.94	0.93
chr16	81731596	81731988	0.94	0.96	0.93	0.92	0.90	0.95	0.87	0.97	0.86	0.95	0.96	0.96	0.97	0.90	0.94	0.96	0.97	0.23	0.90	0.95	0.94	0.74	0.94	0.97	0.97	0.97	0.96	0.95	0.94	0.95	0.96	0.96	0.97	0.98	0.92	0.95	0.93	0.94	0.91
chr16	84519517	84519578	0.94	0.96	0.90	0.96	0.96	0.92	0.92	0.96	0.92	0.96	0.97	0.86	0.83	0.90	0.76	0.57	0.06	0.97	0.93	0.97	0.95	0.76	0.89	0.86	0.97	0.98	0.96	0.96	0.97	0.94	0.96	0.92	0.96	0.96	0.92	0.92	0.93	0.74	0.85
chr16	84553877	84553999	0.91	0.94	0.88	0.90	0.93	0.88	0.84	0.94	0.89	0.93	0.94	0.91	0.94	0.91	0.92	0.94	0.95	0.95	0.95	0.91	0.96	0.60	0.17	0.90	0.86	0.81	0.86	0.94	0.93	0.93	0.96	0.96	0.94	0.98	0.91	0.96	0.96	0.95	0.94
chr16	84779233	84780122	0.96	0.97	0.95	0.95	0.95	0.95	0.92	0.98	0.94	0.96	0.97	0.98	0.97	0.95	0.43	0.71	0.08	0.98	0.94	0.97	0.97	0.90	0.97	0.98	0.98	0.98	0.96	0.95	0.94	0.92	0.59	0.95	0.72	0.97	0.95	0.98	0.83	0.92	0.96
chr16	85512534	85512808	0.91	0.89	0.68	0.90	0.88	0.90	0.85	0.84	0.78	0.91	0.94	0.97	0.95	0.92	0.02	0.54	0.55	0.85	0.87	0.93	0.91	0.72	0.90	0.92	0.95	0.97	0.87	0.90	0.95	0.91	0.95	0.95	0.96	0.97	0.87	0.94	0.94	0.94	0.92
chr16	85756615	85756666	0.95	0.94	0.67	0.90	0.94	0.90	0.93	0.93	0.86	0.95	0.96	0.96	0.97	0.97	0.98	0.92	0.98	0.97	0.96	0.98	0.94	0.68	0.93	0.96	0.94	0.97	0.01	1.00	0.95	0.93	0.96	0.96	0.96	0.98	0.96	0.99	0.96	0.97	0.97
chr16	85910903	85911065	0.96	0.94	0.71	0.79	0.90	0.94	0.82	0.97	0.84	0.89	0.92	0.96	0.93	0.88	0.94	0.92	0.86	0.96	0.96	0.97	0.94	0.66	0.94	0.91	0.89	0.91	0.04	0.91	0.91	0.93	0.95	0.92	0.92	0.96	0.92	0.96	0.93	0.97	0.96
chr16	87072047	87072073	0.95	0.95	0.94	0.94	0.90	0.91	0.89	0.97	0.92	0.95	0.97	0.95	0.96	0.98	0.95	0.97	0.95	0.86	0.05	0.92	0.93	0.70	0.95	0.96	0.98	0.96	0.93	0.94	0.93	0.93	0.95	0.94	0.94	0.98	0.96	0.95	0.93	0.91	0.94
chr16	87427376	87427516	0.94	0.93	0.94	0.88	0.93	0.95	0.83	0.96	0.94	0.94	0.91	0.97	0.96	0.97	0.96	0.90	0.90	0.91	0.02	0.98	0.96	0.72	0.96	0.97	0.98	0.98	0.96	0.94	0.94	0.95	0.97	0.94	0.98	0.97	0.94	0.95	0.94	0.98	0.97
chr16	87521926	87522075	0.44	0.66	0.44	0.12	0.48	0.76	0.15	0.87	0.59	0.90	0.95	0.96	0.89	0.73	0.86	0.93	0.93	0.92	0.88	0.83	0.81	0.59	0.75	0.87	0.90	0.92	0.72	0.85	0.86	0.86	0.89	0.83	0.93	0.91	0.83	0.93	0.84	0.92	0.93
chr16	87605188	87605231	0.82	0.85	0.85	0.67	0.82	0.81	0.66	0.91	0.62	0.71	0.10	0.68	0.82	0.50	0.94	0.89	0.87	0.85	0.84	0.75	0.77	0.64	0.82	0.85	0.88	0.91	0.88	0.76	0.81	0.88	0.89	0.84	0.77	0.73	0.72	0.81	0.84	0.89	0.90
chr16	87694606	87694935	0.90	0.93	0.94	0.90	0.90	0.82	0.84	0.97	0.91	0.78	0.26	0.97	0.97	0.96	0.94	0.93	0.96	0.96	0.96	0.96	0.96	0.80	0.96	0.96	0.97	0.96	0.95	0.94	0.94	0.94	0.96	0.96	0.97	0.97	0.95	0.96	0.96	0.95	0.93
chr16	87701230	87701777	0.94	0.94	0.83	0.94	0.91	0.91	0.93	0.96	0.91	0.96	0.83	0.97	0.97	0.96	0.96	0.95	0.96	0.98	0.96	0.96	0.96	0.89	0.87	0.91	0.95	0.95	0.06	0.94	0.93	0.93	0.94	0.94	0.97	0.95	0.95	0.94	0.95	0.94	0.95
chr16	87764580	87764603	0.98	0.96	0.88	0.92	1.00	0.95	0.94	0.98	0.89	0.95	0.95	0.96	0.97	0.95	0.97	0.95	0.98	0.97	0.93	0.98	0.96	0.82	0.14	0.01	0.93	0.98	0.93	0.93	0.95	0.96	0.99	0.97	0.97	0.97	0.88	0.93	0.97	0.94	0.93
chr16	87993327	87993790	0.88	0.92	0.93	0.87	0.93	0.90	0.85	0.93	0.85	0.93	0.94	0.96	0.96	0.93	0.90	0.93	0.94	0.90	0.90	0.93	0.93	0.80	0.95	0.96	0.97	0.92	0.94	0.93	0.91	0.89	0.95	0.93	0.63	0.12	0.91	0.91	0.93	0.95	0.94
chr16	88046273	88046569	0.95	0.95	0.68	0.94	0.92	0.93	0.93	0.97	0.93	0.97	0.81	0.97	0.97	0.97	0.94	0.92	0.92	0.84	0.92	0.90	0.87	0.88	0.95	0.92	0.86	0.97	0.09	0.94	0.95	0.95	0.97	0.96	0.97	0.97	0.95	0.96	0.96	0.96	0.96
chr16	88458176	88458209	0.97	0.97	0.95	0.95	0.98	0.97	0.91	0.98	0.93	0.98	0.98	0.97	0.98	0.97	0.99	0.97	0.98	0.98	0.96	0.98	0.96	0.62	0.97	0.98	0.98	0.97	0.97	0.92	0.97	0.98	0.98	0.98	0.98	0.99	0.97	0.02	0.86	0.99	0.94
chr16	88494441	88494835	0.84	0.89	0.73	0.88	0.80	0.82	0.86	0.93	0.76	0.85	0.94	0.92	0.97	0.92	0.93	0.94	0.95	0.91	0.85	0.93	0.92	0.50	0.93	0.92	0.93	0.93	0.93	0.89	0.88	0.87	0.94	0.96	0.96	0.96	0.91	0.04	0.84	0.92	0.87
chr16	88653534	88653999	0.89	0.89	0.87	0.88	0.82	0.90	0.84	0.94	0.64	0.92	0.94	0.96	0.96	0.94	0.92	0.90	0.94	0.95	0.95	0.90	0.93	0.72	0.81	0.07	0.92	0.90	0.93	0.69	0.75	0.81	0.93	0.93	0.94	0.96	0.94	0.92	0.93	0.94	0.94
chr16	88693774	88693870	0.89	0.93	0.88	0.87	0.87	0.91	0.85	0.95	0.82	0.91	0.95	0.96	0.96	0.96	0.92	0.92	0.91	0.95	0.93	0.96	0.87	0.84	0.96	0.97	0.96	0.94	0.95	0.10	0.78	0.93	0.94	0.94	0.90	0.88	0.94	0.93	0.92	0.90	0.81
chr16	88839896	88840842	0.92	0.95	0.90	0.91	0.93	0.74	0.91	0.94	0.88	0.94	0.93	0.96	0.95	0.92	0.91	0.92	0.91	0.96	0.93	0.94	0.93	0.75	0.93	0.95	0.76	0.02	0.92	0.94	0.94	0.95	0.97	0.96	0.96	0.93	0.95	0.93	0.95	0.95	0.96
chr16	88906368	88906458	0.91	0.91	0.75	0.89	0.94	0.88	0.85	0.87	0.14	0.93	0.96	0.88	0.94	0.96	0.97	0.96	0.94	0.92	0.89	0.95	0.96	0.71	0.87	0.10	0.77	0.65	0.86	0.92	0.93	0.95	0.97	0.93	0.92	0.97	0.88	0.93	0.94	0.94	0.94
chr16	88914342	88914505	0.85	0.92	0.86	0.77	0.24	0.90	0.63	0.94	0.59	0.91	0.92	0.91	0.93	0.98	0.93	0.94	0.93	0.93	0.93	0.96	0.94	0.83	0.92	0.93	0.97	0.97	0.93	0.87	0.89	0.93	0.89	0.95	0.92	0.90	0.86	0.96	0.95	0.89	0.88
chr16	89121942	89122014	0.95	0.96	0.94	0.93	0.93	0.92	0.93	0.97	0.93	0.94	0.97	0.98	0.97	0.96	0.94	0.96	0.95	0.95	0.94	0.97	0.97	0.94	0.96	0.90	0.98	0.98	0.97	0.92	0.92	0.14	0.93	0.91	0.96	0.96	0.62	0.96	0.94	0.84	0.94
chr16	89122079	89122268	0.95	0.96	0.96	0.95	0.96	0.95	0.94	0.98	0.97	0.94	0.95	0.98	0.97	0.97	0.91	0.90	0.94	0.92	0.94	0.90	0.96	0.94	0.97	0.96	0.98	0.98	0.96	0.91	0.91	0.17	0.84	0.89	0.97	0.95	0.53	0.96	0.90	0.78	0.91
chr16	89500533	89500656	0.91	0.92	0.74	0.92	0.92	0.72	0.90	0.94	0.88	0.95	0.92	0.94	0.93	0.87	0.94	0.94	0.93	0.95	0.93	0.95	0.92	0.81	0.94	0.96	0.81	0.01	0.94	0.80	0.81	0.80	0.88	0.83	0.73	0.94	0.83	0.90	0.83	0.82	0.81
chr16	89760404	89760450	0.96	0.97	0.96	0.96	0.97	0.95	0.91	0.95	0.94	0.97	0.97	0.98	0.98	0.96	0.96	0.97	0.97	0.97	0.96	0.98	0.99	0.10	0.97	0.99	0.98	0.99	0.98	0.92	0.96	0.98	0.97	0.98	0.97	0.96	0.98	1.00	0.96	0.97	0.98
chr17	611116	611294	0.93	0.97	0.94	0.96	0.94	0.87	0.93	0.98	0.90	0.96	0.97	0.97	0.97	0.97	0.98	0.98	0.98	0.97	0.93	0.98	0.96	0.80	0.96	0.96	0.23	0.38	0.92	0.92	0.93	0.95	0.97	0.95	0.97	0.97	0.98	0.96	0.97	0.97	0.95
