acc,chr,pos
cg23036308,chr10,132887033
cg03344109,chr19,50046477
cg08486065,chr19,3464875
cg06018666,chr4,10079364
cg00427150,chr13,114770568
cg20163085,chr1,10510396
cg24464101,chr4,38690487
cg21953508,chr4,38690502
cg16514513,chr17,48263159
cg11993636,chr17,48263198
cg25735490,chr17,48263204
cg11615029,chr17,48263189
cg06655291,chr10,30980898
cg18185116,chr7,598729
cg03169557,chr16,89598950
cg23022656,chr1,42628585
cg17341113,chr11,69237570
cg18548199,chr3,129281892
cg23098912,chr17,5993686
cg02288552,chr7,1152401
cg21129976,chr7,100421502
cg22644163,chr7,100421510
cg12712747,chr13,110900663
cg12778065,chr13,110900693
cg01348970,chr17,42581598
cg04122657,chr16,4014295
cg04695233,chr6,1766129
cg01233786,chr13,113498450
cg11840467,chr13,113498414
cg03697509,chr11,72466028
cg06421238,chr17,5993785
cg18592195,chr1,227963171
cg15495091,chr13,113491819
cg17901038,chr17,74385781
cg23085666,chr3,125820924
cg16514513,chr17,48263159
cg11993636,chr17,48263198
cg25735490,chr17,48263204
cg11615029,chr17,48263189
cg00439089,chr17,48263150
cg21496803,chr6,167029080
cg25428929,chr2,242606353
cg14201387,chr1,221737206
cg14204600,chr14,104000460
cg04998671,chr14,104000505
cg18951582,chr14,105207600
cg25930662,chr6,168121243
cg08362144,chr6,161558085
cg00004806,chr6,161558105
cg14247862,chr17,80764631
cg16282339,chr11,47927019
cg10294853,chr17,79391030
cg05715751,chr17,79391071
cg00575769,chr8,22079255
cg04248461,chr10,466737
cg05643613,chr3,11592649
cg13754915,chr9,140174272
cg09409126,chr13,21834960
cg24530527,chr7,1162932
cg05285352,chr16,87598762
cg22621686,chr1,35260256
cg23049737,chr1,8412697
cg07241170,chr6,3737891
cg13995193,chr19,3669804
cg08635723,chr6,16399244
cg11883737,chr3,129276179
cg21917524,chr11,74200334
cg15002761,chr11,133816097
cg11457534,chr11,133816062
cg16314733,chr10,98909007
cg13525013,chr10,98908962
cg09597710,chr7,1121124
cg18748888,chr17,76102450
cg20035319,chr17,76102438
cg09798202,chr16,85353755
cg27309282,chr4,1016081
cg27196194,chr19,4054253
cg07536914,chr7,107483801
cg18771538,chr7,107483786
cg00240378,chr2,8850020
cg03448016,chr2,8850066
cg20927547,chr3,31494215
cg00184032,chr3,31494263
cg19817118,chr3,31494178
cg10669449,chr6,106676237
cg21897676,chr13,113428161
cg01831771,chr13,113428172
cg10900049,chr2,8849962
cg04224624,chr6,166891650
cg17301053,chr6,166891617
cg23098912,chr17,5993686
cg13465645,chr19,3578711
cg20449048,chr7,1037343
cg01068102,chr11,65620199
cg08707110,chr11,65620170
cg07243141,chr7,73408060
cg16233515,chr7,73408058
cg13735557,chr3,184290720
cg02520816,chr16,4056403
cg07243141,chr7,73408060
cg16233515,chr7,73408058
cg12606455,chr2,106959878
cg15139063,chr2,106959868
cg08093959,chr2,106959853
cg17677524,chr7,150069026
cg18092351,chr7,960115
cg10398761,chr16,89169289
cg24419520,chr2,106959257
cg01149677,chr16,1808230
cg11069338,chr11,130060459
cg00851761,chr10,133951761
cg23726178,chr11,1847307
cg03529598,chr11,1847357
cg26805905,chr11,1847267
cg11523191,chr20,62187126
cg01378512,chr11,126055457
cg22483095,chr19,1112679
cg12947224,chr13,114189945
cg17630294,chr4,7985238
cg23726178,chr11,1847307
cg03529598,chr11,1847357
cg19900387,chr1,6533368
cg00284420,chr16,87311948
cg03598366,chr8,61789011
cg25052374,chr17,76991253
cg17838182,chr17,76991208
cg18262591,chr11,68579970
cg03855388,chr11,68580018
cg10744200,chr4,24844162
cg05664039,chr6,30131755
cg09769113,chr6,30131719
cg04045327,chr4,905805
cg24478966,chr19,42460930
cg00532451,chr1,228528913
cg27594157,chr19,1235003
cg21399040,chr4,187629328
cg24820270,chr4,187629336
cg01040779,chr4,187629339
cg06421238,chr17,5993785
cg17998346,chr11,864819
cg08131059,chr2,469790
cg15706424,chr2,469781
cg13494954,chr9,97369791
cg20033401,chr7,73151051
cg25352342,chr4,187629387
cg01040779,chr4,187629339
cg13454542,chr4,187629427
cg24833566,chr4,187629400
cg11464842,chr2,97427975
cg07595134,chr19,2278708
cg17132517,chr10,133951829
cg18049513,chr11,541660
cg27099880,chr7,74021938
cg07889936,chr6,30616472
cg21399040,chr4,187629328
cg24820270,chr4,187629336
cg01040779,chr4,187629339
cg01219549,chr9,140683649
cg08373573,chr11,1028291
cg17095315,chr4,2038352
cg25648211,chr17,76312455
cg18262591,chr11,68579970
cg03855388,chr11,68580018
cg20629021,chr11,68580041
cg14040532,chr9,136915627
cg23911097,chr17,76991378
cg12462916,chr1,220132315
cg03664916,chr16,89674560
cg05655953,chr10,123810032
cg10538929,chr1,22149812
cg10290200,chr7,128481295
cg25052374,chr17,76991253
cg17838182,chr17,76991208
cg20253920,chr8,29194444
cg26314765,chr17,73727957
cg12793924,chr2,17830624
cg27341866,chr19,2278618
cg01221209,chr5,554886
cg26171489,chr15,92459303
cg20927547,chr3,31494215
cg19817118,chr3,31494178
cg27078600,chr6,168479622
cg02865675,chr6,168479649
cg12606455,chr2,106959878
cg15139063,chr2,106959868
cg08093959,chr2,106959853
cg00902147,chr17,76993394
cg22687077,chr17,76993374
cg08321048,chr10,133951963
cg08162124,chr13,113428094
cg23660182,chr19,916417
cg05521198,chr16,4382269
cg08399733,chr19,2278773
cg11411884,chr4,1016333
cg21150921,chr18,46288073
cg24844295,chr17,78821928
cg04286195,chr16,88099702
cg06969933,chr16,88099740
cg05762553,chr16,88099722
cg05364072,chr1,36643981
cg19641266,chr12,132423637
cg23366404,chr12,121154737
cg20702802,chr19,10823868
cg19742686,chr19,10823913
cg12739761,chr19,10823877
cg07536914,chr7,107483801
cg18771538,chr7,107483786
cg05599155,chr16,29188654
cg24096540,chr17,12695725
cg14050824,chr9,140683797
cg12815916,chr2,131114432
cg02971920,chr1,1095607
cg26718707,chr10,518370
cg03043709,chr7,2046920
cg08305371,chr7,2046963
cg02379684,chr5,154181831
cg23939866,chr5,154181852
cg16577707,chr5,154181866
cg00449344,chr12,658824
cg06377362,chr13,113500867
cg01114405,chr6,504249
cg07984614,chr10,126314798
cg26725552,chr10,126314758
cg02052242,chr12,3281658
cg03043709,chr7,2046920
cg08305371,chr7,2046963
cg00395291,chr5,1122815
cg18753341,chr7,157202405
cg10553894,chr11,68550534
cg06293719,chr7,889564
cg00590639,chr19,10464771
cg06965169,chr10,1209379
cg24771017,chr17,48647138
cg13592780,chr3,123010034
cg14696064,chr3,123010055
cg27215236,chr7,878040
cg07815491,chr7,878073
cg23656906,chr7,878067
cg02296904,chr4,877321
cg17665357,chr8,2024249
cg06823965,chr7,101632645
cg18473978,chr3,195615386
cg04214520,chr3,195615359
cg18185178,chr6,1516613
cg01682157,chr6,1516643
cg00136279,chr6,17975832
cg04570540,chr13,113383816
cg11170552,chr11,69307431
cg22653345,chr11,69307400
cg20274267,chr1,12164477
cg06912227,chr16,4053409
cg16199907,chr6,504351
cg11852646,chr7,1956546
cg17760049,chr7,4774448
cg19458233,chr3,100148679
cg21839504,chr7,156337168
cg18195333,chr7,156337209
cg24062526,chr2,86255804
cg23637880,chr8,142189756
cg26282299,chr8,142189729
cg13133827,chr8,142189806
cg00869989,chr19,2774197
cg11960435,chr20,31434982
cg13817725,chr17,75209578
cg15777335,chr10,13736109
cg22010909,chr13,113383754
cg17947992,chr6,2510180
cg02666566,chr6,2510173
cg09088836,chr6,2510144
cg12554051,chr12,665863
cg24984147,chr12,665887
cg01179055,chr12,665829
cg01782059,chr1,44715942
cg20468325,chr4,186933893
cg10592494,chr7,97935764
cg15211734,chr7,97935756
cg17947992,chr6,2510180
cg02666566,chr6,2510173
cg09088836,chr6,2510144
cg00242786,chr13,114108471
cg21834032,chr13,114108433
cg18564849,chr1,230958741
cg16316054,chr4,185480838
cg19745553,chr4,185480871
cg12026967,chr18,19780728
cg24140574,chr1,16342155
cg10494257,chr1,16342123
cg02864619,chr17,78933961
cg19504661,chr2,239542427
cg03310087,chr15,99427016
cg10896676,chr4,187517794
cg06466782,chr7,101049300
cg14393952,chr18,56439236
cg02384543,chr19,58879857
cg03781262,chr19,58879871
cg06769094,chr8,41151382
cg00352560,chr1,45106266
cg08640475,chr16,85551478
cg10099827,chr16,85551514
cg02225988,chr8,141147612
cg22504031,chr8,141147661
cg08640475,chr16,85551478
cg10099827,chr16,85551514
cg23138608,chr14,91770145
cg12522049,chr15,85798898
cg02011981,chr11,70256681
cg19745541,chr14,102245559
cg08544002,chr6,625332
cg06252276,chr11,34852392
cg25088009,chr14,74188055
cg04701618,chr12,131443231
cg19026802,chr12,131443260
cg06701892,chr12,131443245
cg20325921,chr8,142368332
cg10787911,chr8,142368316
cg10816243,chr5,170211126
cg10007534,chr21,46378354
cg01314391,chr21,46378368
cg16992599,chr15,28752121
cg07702693,chr2,11118564
cg13426839,chr19,539489
cg11749864,chr7,156783390
cg22001208,chr19,18782374
cg09178970,chr12,123351798
cg03261428,chr12,123351782
cg00632125,chr10,1209447
cg10406526,chr19,1051079
cg15212895,chr22,49064512
cg09549949,chr2,240240119
cg09628877,chr3,195613739
cg24427175,chr13,103532339
cg09287356,chr13,103532349
cg09887906,chr13,103532304
cg22153931,chr7,43917675
cg07442105,chr16,66962501
cg01945840,chr22,36013675
cg01815090,chr22,36013708
cg15161225,chr22,36013678
cg07673807,chr17,12526662
cg26586384,chr17,12526632
cg13804171,chr9,112899496
cg19839956,chr8,1444021
cg00746446,chr2,23879137
cg13052101,chr11,68517529
cg24090393,chr1,1560804
cg10096519,chr2,236777077
cg27276994,chr2,236777122
cg05650453,chr1,7432644
cg16652920,chr1,7432614
cg12033187,chr2,105719918
cg04122657,chr16,4014295
cg11890453,chr18,67959378
cg27039501,chr5,150029215
cg14073057,chr17,78796363
cg26583088,chr17,40322250
cg16553083,chr1,224698080
cg03887092,chr6,1080885
cg25663764,chr22,19965534
cg19361181,chr2,10616043
cg24633745,chr1,246930955
cg10521650,chr1,246930936
cg18602928,chr17,80747240
cg26539736,chr2,10666585
cg03614381,chr11,71229642
cg04460362,chr17,79913303
cg25105415,chr17,79913327
cg03654588,chr17,79913374
cg00834537,chr14,104047751
cg22920967,chr14,104047722
cg17356964,chr6,106582638
cg25581448,chr6,106582669
cg17812026,chr17,1494379
cg06193412,chr11,134608672
cg05347334,chr4,2439397
cg26149658,chr4,2439423
cg02662604,chr16,1603505
cg00284420,chr16,87311948
cg21552001,chr6,47202394
cg03398910,chr10,35080979
cg16628135,chr16,1397791
cg15879716,chr7,1932272
cg00705661,chr14,93706609
cg03535253,chr14,93706571
cg13251533,chr12,132286017
cg22707563,chr2,10615905
cg25949961,chr17,79166676
cg10963033,chr17,79166715
cg13728376,chr10,5523245
cg02698622,chr2,242698811
cg19197236,chr2,242698845
cg05898618,chr11,2555576
cg01753252,chr16,88757588
cg00705661,chr14,93706609
cg03535253,chr14,93706571
cg07622575,chr2,11487955
cg04311686,chr5,1179328
cg01977863,chr17,79167836
cg20632978,chr17,79167828
cg25236028,chr17,767334
cg13476078,chr17,767301
cg13120258,chr17,767380
cg13241681,chr13,114187990
cg22612590,chr13,114187973
cg06359492,chr16,89162377
cg25236028,chr17,767334
cg13476078,chr17,767301
cg26605046,chr4,2439731
cg27491224,chr4,2439740
cg03515372,chr3,79551514
cg22795345,chr13,111935508
cg14270002,chr13,111935521
cg22795345,chr13,111935508
cg14270002,chr13,111935521
cg00834537,chr14,104047751
cg22920967,chr14,104047722
cg24586870,chr2,233198590
cg10457436,chr12,6745871
cg18599322,chr3,125417606
cg13159929,chr17,7493222
cg04426802,chr10,126314680
cg07759042,chr18,77193502
cg04516518,chr18,77193464
cg01176720,chr10,35081047
cg14588422,chr10,35081084
cg01449677,chr17,76794888
cg23041250,chr22,50725605
cg12944146,chr22,50725609
cg07838427,chr19,10665928
cg00460944,chr12,133435840
cg10972351,chr1,1396279
cg20951194,chr1,1396296
cg27316811,chr16,1576146
cg21333208,chr4,3475372
cg05673770,chr4,3475328
cg18471471,chr15,100537686
cg15247093,chr10,47768476
cg06775361,chr4,141188341
cg27607136,chr11,1857442
cg22348345,chr11,1857477
cg18116285,chr7,155581411
cg03775163,chr13,114074693
cg21432513,chr12,133435770
cg20341238,chr21,44865764
cg06286135,chr7,157511479
cg08796240,chr16,70733832
cg10175203,chr3,128143634
cg20407483,chr7,5647920
cg13621882,chr7,5647885
cg02910299,chr17,78796166
cg17602102,chr17,78796159
cg16330359,chr6,168815048
cg02152290,chr7,551601
cg16390242,chr16,87452097
cg22481448,chr1,27480668
cg12601118,chr17,9859123
cg00892792,chr8,142297584
cg04418647,chr8,50653901
cg22026150,chr8,50653870
cg26431815,chr8,668053
cg11387897,chr1,183914188
cg08057475,chr15,45803341
cg06921605,chr5,90225181
cg20061378,chr4,1791585
cg26853371,chr4,1791567
cg07464206,chr11,15960015
cg07665466,chr3,137816617
cg01176141,chr11,70023032
cg13089599,chr11,70023060
cg03383886,chr7,156336617
cg21856334,chr3,196754664
cg00077898,chr6,1081144
cg02752174,chr7,115812857
cg14584961,chr7,157533065
cg04897892,chr16,81564314
cg03854913,chr17,80798068
cg27285599,chr17,80798023
cg24341254,chr7,1997329
cg18383680,chr1,162335231
cg04934595,chr17,81021419
cg23444004,chr17,213655
cg14741811,chr3,40949675
cg25478712,chr21,44840120
cg19793807,chr14,56007778
cg19139727,chr10,35230860
cg14273093,chr12,124789096
cg13323391,chr7,157579745
cg14499959,chr6,33288773
cg15070677,chr6,33288804
cg09864211,chr6,33288800
cg18704865,chr6,33288851
cg14523639,chr6,33288839
cg21350498,chr6,33288785
cg14342106,chr11,57069646
cg11414415,chr11,57069640
cg09330078,chr11,57069683
cg21585640,chr2,98351171
cg20210057,chr2,98351150
cg27292389,chr10,6003524
cg07098566,chr6,33288891
cg03243551,chr6,33288941
cg18704865,chr6,33288851
cg04707348,chr2,98351548
cg10288921,chr2,3289711
cg08250787,chr7,4169604
cg13818127,chr7,4169630
cg07215298,chr2,240040219
cg03877418,chr2,242757444
cg08042027,chr2,240040089
cg08288795,chr19,6375402
cg11383802,chr11,71145904
cg24923860,chr5,149765871
cg04418647,chr8,50653901
cg22026150,chr8,50653870
cg00844791,chr19,56042579
cg02775417,chr19,643457
cg17031656,chr1,109801247
cg06291428,chr11,57559063
cg27447746,chr22,23801478
cg26858540,chr19,56603322
cg12572352,chr13,113430266
cg06349762,chr16,888938
cg11881562,chr19,49633902
cg04453552,chr16,57394387
cg25368917,chr12,124788627
cg13784276,chr9,139103646
cg09237133,chr17,80278914
cg09340279,chr17,80278947
cg14499959,chr6,33288773
cg15070677,chr6,33288804
cg05147195,chr6,33288734
cg09864211,chr6,33288800
cg21350498,chr6,33288785
cg14342106,chr11,57069646
cg11414415,chr11,57069640
cg09330078,chr11,57069683
cg14385008,chr2,3469154
cg04932205,chr11,65387290
cg16708264,chr7,157336976
cg17212065,chr8,47057471
cg15247169,chr8,47057504
cg08214693,chr8,144885540
cg26185884,chr8,144568432
cg12645891,chr5,139912
cg02527886,chr7,2968316
cg21856334,chr3,196754664
cg06063209,chr3,195602274
cg26619296,chr10,1585286
cg15356461,chr1,2827833
cg23887776,chr1,2827798
cg10505163,chr10,73466728
cg26338723,chr10,117884983
cg03885119,chr10,117885028
cg26993007,chr10,117884933
cg10108612,chr1,19203999
cg21993464,chr19,14041305
cg23523659,chr10,2125911
cg10365469,chr6,168417097
cg19252565,chr6,168417126
cg01239666,chr3,195601381
cg20384732,chr3,195601375
cg08250787,chr7,4169604
cg13818127,chr7,4169630
cg21478921,chr2,242617935
cg03301433,chr2,242617946
cg05652090,chr12,118293169
cg26243623,chr8,144869985
cg20384325,chr15,49268750
cg15732530,chr19,45575023
cg06332339,chr15,73889528
cg08435157,chr15,73889561
cg06557376,chr17,8384607
cg02059952,chr17,8384595
cg23475109,chr2,97530683
cg25950668,chr2,97530653
cg22591002,chr2,97530695
cg23595571,chr11,1313100
cg00474840,chr19,18120819
cg01908177,chr3,113005203
cg01239666,chr3,195601381
cg20384732,chr3,195601375
cg14697425,chr19,14042840
cg21080473,chr7,50560524
cg27620176,chr22,47054067
cg24425531,chr1,15372951
cg15914316,chr7,2083197
cg18483265,chr7,2083181
cg07281948,chr12,57601935
cg15920131,chr12,57601886
cg01425021,chr4,1995036
cg16940803,chr6,7441582
cg04320956,chr16,69143512
cg17248540,chr16,69143500
cg05684569,chr16,81929465
cg08489309,chr3,54067965
cg18741175,chr3,54067944
cg14719752,chr21,44037470
cg16929427,chr6,1578078
cg00134190,chr6,1578113
cg27089559,chr6,1578093
cg21871213,chr17,8383800
cg08333708,chr16,2535757
cg20410537,chr1,33612991
cg15860924,chr1,33612977
cg02314166,chr17,60767131
cg24136288,chr17,43183150
cg03890628,chr1,9666902
cg09541794,chr8,144872852
cg15386350,chr1,11591766
cg26401028,chr4,3516534
cg20691436,chr10,5567478
cg09174681,chr8,144403126
cg08442149,chr10,1767484
cg22018329,chr19,3116716
cg03784994,chr11,1556050
cg06518327,chr7,157261163
cg14414203,chr14,23315249
cg18064706,chr7,157646656
cg14628604,chr7,157646701
cg22108292,chr17,10560676
cg25663764,chr22,19965534
cg05880944,chr2,242616965
cg14199833,chr6,33288964
cg00117005,chr6,33288995
cg03243551,chr6,33288941
cg13059373,chr6,33288944
cg23544472,chr11,131707666
cg11754374,chr11,131707651
cg03347632,chr1,230457979
cg05266497,chr1,230457961
cg02225054,chr16,12210834
cg27096032,chr16,12210910
cg21101726,chr1,204124158
cg26961332,chr19,18420631
cg10299941,chr8,145009137
cg15718663,chr11,3187784
cg05982473,chr11,3187803
cg18897335,chr11,3187790
cg23475112,chr5,131725325
cg03962214,chr1,10707953
cg21787835,chr1,10707934
cg20318235,chr1,10707917
cg00758701,chr13,49879718
cg14213814,chr13,49879669
cg09146892,chr6,6971335
cg18679635,chr6,6971315
cg19751937,chr6,6971371
cg19390357,chr16,12211186
cg10503298,chr4,1217221
cg13189671,chr12,123750782
cg14790739,chr12,123750827
cg21333208,chr4,3475372
cg05673770,chr4,3475328
cg04768745,chr16,12211098
cg03976326,chr7,4231054
cg02332902,chr7,1103177
cg20691436,chr10,5567478
cg13826564,chr11,65306731
cg21768956,chr17,927652
cg03381604,chr8,99180740
cg06332339,chr15,73889528
cg08435157,chr15,73889561
cg17774001,chr2,25600752
cg01512719,chr13,49879770
cg06503715,chr17,80491688
cg26176014,chr17,80491645
cg04128884,chr4,714516
cg07349805,chr4,714506
cg14697425,chr19,14042840
cg10348368,chr14,105851883
cg14233878,chr9,139546555
cg01753252,chr16,88757588
cg02328660,chr1,3389744
cg13729548,chr14,93405937
cg25478712,chr21,44840120
cg14108894,chr7,2094628
cg01922485,chr1,942696
cg27620176,chr22,47054067
cg09159050,chr1,1563500
cg23956190,chr7,1514455
cg22717323,chr7,2094977
cg11856821,chr4,187540609
cg27431500,chr16,1742281
cg03070534,chr13,114930437
cg01176141,chr11,70023032
cg13089599,chr11,70023060
cg04896048,chr11,119993780
cg04745079,chr11,119993751
cg14398731,chr11,119993732
cg21596290,chr11,119993722
cg02089452,chr16,89500152
cg18490269,chr7,1849928
cg09786329,chr16,88821445
cg15654779,chr8,1274678
cg22152500,chr8,1274686
cg13159929,chr17,7493222
cg20268930,chr15,101714939
cg05485379,chr3,197121410
cg25611057,chr3,197121419
cg04128884,chr4,714516
cg07349805,chr4,714506
cg14071947,chr9,136229324
cg15247247,chr7,4802535
cg01094351,chr4,153179467
cg13320898,chr7,4801923
cg04455286,chr12,132348639
cg02026637,chr12,132348618
cg09432775,chr19,1117453
cg06492111,chr16,87874392
cg13599131,chr10,133796523
cg27353308,chr10,133796559
cg22811668,chr19,2046303
cg03246954,chr19,2046350
cg16628135,chr16,1397791
cg20341238,chr21,44865764
cg11960435,chr20,31434982
cg07748741,chr10,99330056
cg02613380,chr10,99330076
cg10457436,chr12,6745871
cg09954729,chr16,2334596
cg24878868,chr1,3607401
cg26208930,chr1,3607425
cg17808634,chr1,4275141
cg19853077,chr10,105216262
cg07962882,chr19,1117289
cg26241650,chr22,40417538
cg15041373,chr19,39577941
cg08287334,chr19,1854633
cg00779602,chr3,66002927
cg12201155,chr4,1290568
cg00422714,chr16,1814418
cg18602928,chr17,80747240
cg07984614,chr10,126314798
cg26725552,chr10,126314758
cg10034481,chr16,87864431
cg16888603,chr8,144696651
cg17510385,chr5,912821
cg12705693,chr5,912860
cg17714010,chr17,78968450
cg26058289,chr22,47054148
cg19043450,chr19,595705
cg03148373,chr1,898852
cg12389346,chr4,1215112
cg03962214,chr1,10707953
cg21787835,chr1,10707934
cg02172466,chr1,10708003
cg20318235,chr1,10707917
cg21903221,chr14,105851981
cg00479347,chr14,105851951
cg22607164,chr3,184349562
cg04769514,chr13,30088640
cg09750646,chr13,30088615
cg04076264,chr6,150437118
cg20067575,chr6,150437072
cg16408279,chr5,2466167
cg24371534,chr1,3384929
cg03960390,chr1,2334914
cg11436025,chr11,117376238
cg01074104,chr1,41324394
cg11865578,chr3,47043996
cg18907098,chr4,512994
cg24892120,chr4,513008
cg08796240,chr16,70733832
cg06096175,chr20,60701350
cg20278383,chr13,96086098
cg08577953,chr4,100574455
cg14095720,chr1,201195051
cg17565051,chr10,133751593
cg00243187,chr11,128746214
cg09632029,chr17,18855506
cg09941017,chr7,157688504
cg12856760,chr17,77976092
cg22452170,chr7,157427295
cg08623515,chr6,170565117
cg21708145,chr6,170565151
cg02225988,chr8,141147612
cg22504031,chr8,141147661
cg16644803,chr10,133458190
cg10709708,chr10,133458170
cg10426234,chr12,132939776
cg03816062,chr2,100618466
cg18003518,chr2,100618438
cg27092995,chr16,88826522
cg02154436,chr16,88826569
cg16145211,chr17,75695378
cg12249345,chr19,45316493
cg21978694,chr19,45316509
cg27630540,chr4,1347166
cg13294602,chr8,141567779
cg12249345,chr19,45316493
cg21978694,chr19,45316509
cg16644803,chr10,133458190
cg10709708,chr10,133458170
cg09927251,chr2,1886105
cg01743020,chr2,1886086
cg17162031,chr2,1886127
cg08533865,chr17,77084592
cg23836168,chr17,77084618
cg05358397,chr10,5550470
cg14642467,chr9,139935042
cg00403616,chr8,591688
cg13929734,chr4,1623883
cg04462650,chr10,134610598
cg22278901,chr19,1961290
cg25207147,chr2,178973079
cg06382167,chr2,178973065
cg21488093,chr2,178973092
cg15750941,chr10,135002718
cg09176893,chr4,100574596
cg11143131,chr5,131608246
cg16908901,chr1,94054835
cg13823144,chr11,66475721
cg15775406,chr7,1333612
cg27092995,chr16,88826522
cg02154436,chr16,88826569
cg16900589,chr2,238617188
cg16796151,chr7,157447244
cg06684201,chr7,157447249
cg25859670,chr11,132031417
cg20806040,chr13,113497607
cg14398860,chr10,134491205
cg03899721,chr8,8748792
cg05264881,chr1,15375148
cg14574910,chr5,2155809
cg06593910,chr16,88709927
cg10152624,chr4,1346939
cg05349039,chr21,46845110
cg07529658,chr21,46845160
cg16245035,chr1,10684392
cg03625662,chr10,132891319
cg10589396,chr10,132891341
cg02650121,chr7,36124562
cg27104778,chr2,237542706
cg20722637,chr2,237542662
cg09115646,chr10,2978687
cg16796151,chr7,157447244
cg06684201,chr7,157447249
cg24859375,chr12,7121914
cg16990083,chr1,1606557
cg26953293,chr16,85684108
cg24873695,chr1,3123054
cg06834177,chr1,6333843
cg03961030,chr1,6333796
cg15100947,chr1,6333867
cg16990945,chr18,74832261
cg01233786,chr13,113498450
cg11840467,chr13,113498414
cg10249637,chr7,157655436
cg14840782,chr7,157280331
cg24404878,chr7,3082168
cg22605290,chr10,130757223
cg16621196,chr10,130757242
cg24137774,chr11,19372014
cg25909885,chr11,19372012
cg27196131,chr4,188097683
cg16053005,chr4,13300500
cg06513819,chr4,13300507
cg12349571,chr15,70364359
cg01666796,chr15,70364327
cg21617494,chr15,57618479
cg06509223,chr13,23422746
cg24990808,chr15,99434633
cg02381965,chr2,3418480
cg24929896,chr2,3418530
cg06415550,chr11,456082
cg16124920,chr11,456063
cg18003518,chr2,100618438
cg01286950,chr2,100618399
cg21927314,chr7,9056843
cg25718735,chr10,132959070
cg08763309,chr10,132959102
cg03816062,chr2,100618466
cg18003518,chr2,100618438
cg01286950,chr2,100618399
cg02517488,chr8,10470600
cg15305070,chr2,925929
cg06662140,chr1,18809297
cg10584587,chr6,163730283
cg21843262,chr2,44513757
cg13858127,chr13,113498128
cg14061772,chr12,73266969
cg26463699,chr8,1624741
cg13945749,chr5,2866465
cg10369955,chr12,132865474
cg12221318,chr4,8648164
cg04574095,chr17,7225294
cg20168823,chr18,34916738
cg10407177,chr18,34916713
cg26967566,chr16,85743863
cg05598886,chr16,2140431
cg10268345,chr16,2140404
cg07036112,chr16,2140438
cg25545503,chr6,160680162
cg02666489,chr6,160680115
cg08775375,chr8,10454154
cg07797693,chr8,10454129
cg24998791,chr8,10454100
cg03816625,chr16,12192430
cg00912247,chr14,104889116
cg24140574,chr1,16342155
cg10494257,chr1,16342123
cg17125804,chr12,111748346
cg07263694,chr12,111748299
cg00535785,chr16,49766785
cg13576505,chr4,12611355
cg21478921,chr2,242617935
cg03301433,chr2,242617946
cg07858195,chr5,177853481
cg02723533,chr11,69468991
cg06698598,chr16,1398226
cg04099705,chr16,1397981
cg19494587,chr16,1398004
cg12462916,chr1,220132315
cg18679487,chr10,133783302
cg03899721,chr8,8748792
cg09473364,chr13,112927190
cg10243459,chr7,157584081
cg00347938,chr11,69469113
cg02571204,chr10,114591733
cg09581935,chr10,114591707
cg27000496,chr8,142231004
cg13659360,chr11,121023627
cg10067182,chr2,239974554
cg19755813,chr17,650208
cg13599131,chr10,133796523
cg27353308,chr10,133796559
cg20651080,chr17,80019526
cg03571301,chr17,80019566
cg19223190,chr17,80058835
cg13939156,chr17,80058883
cg03046466,chr16,1005503
cg04410987,chr11,70282745
cg14498227,chr11,70282774
cg22795345,chr13,111935508
cg14270002,chr13,111935521
cg16628135,chr16,1397791
cg12201155,chr4,1290568
cg22795345,chr13,111935508
cg14270002,chr13,111935521
cg01602345,chr1,3277525
cg21167817,chr1,3277557
cg00912247,chr14,104889116
cg26539736,chr2,10666585
cg02501155,chr16,79263473
cg17244801,chr1,10758237
cg22979083,chr8,142367795
cg03616722,chr13,112602415
cg03890628,chr1,9666902
cg18725348,chr12,131493258
cg01071314,chr1,3277623
cg01176141,chr11,70023032
cg13089599,chr11,70023060
cg20285974,chr11,526362
cg05485379,chr3,197121410
cg25611057,chr3,197121419
cg20282303,chr1,236924392
cg13241681,chr13,114187990
cg22612590,chr13,114187973
cg02923888,chr11,1483891
cg04934595,chr17,81021419
cg20691436,chr10,5567478
cg03558269,chr16,88217830
cg15320905,chr12,114162813
cg21613549,chr13,111936071
cg12512173,chr13,111936059
cg22032283,chr13,111936044
cg02863087,chr1,180911577
cg17006413,chr1,942451
cg21472517,chr1,942471
cg18019572,chr1,942489
cg22673826,chr1,942498
cg05855116,chr7,101603335
cg26918117,chr7,101603298
cg04897892,chr16,81564314
cg08552167,chr10,134560109
cg00922420,chr1,55529158
cg07259651,chr11,129802069
cg26058289,chr22,47054148
cg24060527,chr17,9066156
cg00869989,chr19,2774197
cg09559196,chr5,149375082
cg05798147,chr6,127781063
cg14377739,chr9,139699037
cg13858127,chr13,113498128
cg04725041,chr11,63906084
cg05697539,chr11,63906104
cg02474926,chr12,3930923
cg22079102,chr19,5061085
cg07838427,chr19,10665928
cg20268930,chr15,101714939
cg14139875,chr11,66454595
cg22306015,chr11,66454625
cg08057475,chr15,45803341
cg17016175,chr2,98507477
cg07335189,chr11,1483973
cg23478225,chr2,46113875
cg04410987,chr11,70282745
cg14498227,chr11,70282774
cg16707227,chr2,19157847
cg15480114,chr6,31857040
cg22849149,chr19,2321754
cg15922228,chr19,2321726
cg04076264,chr6,150437118
cg20067575,chr6,150437072
