acc,chr,pos
cg19641266,chr12,131939092
cg23366404,chr12,120716934
cg20702802,chr19,10713192
cg19742686,chr19,10713237
cg12739761,chr19,10713201
cg07536914,chr7,107843356
cg18771538,chr7,107843341
cg05599155,chr16,29177333
cg24096540,chr17,12792408
cg14050824,chr9,137789345
cg12815916,chr2,130356859
cg02971920,chr1,1160227
cg26718707,chr10,472430
cg03043709,chr7,2007285
cg08305371,chr7,2007328
cg02379684,chr5,154802271
cg23939866,chr5,154802292
cg16577707,chr5,154802306
cg00449344,chr12,549658
cg06377362,chr13,112846553
cg01114405,chr6,504249
cg07984614,chr10,124626229
cg26725552,chr10,124626189
cg02052242,chr12,3172492
cg03043709,chr7,2007285
cg08305371,chr7,2007328
cg00395291,chr5,1122700
cg18753341,chr7,157409711
cg10553894,chr11,68783066
cg06293719,chr7,849927
cg00590639,chr19,10354095
cg06965169,chr10,1163439
cg24771017,chr17,50569777
cg13592780,chr3,123291187
cg14696064,chr3,123291208
cg27215236,chr7,838403
cg07815491,chr7,838436
cg23656906,chr7,838430
cg02296904,chr4,883533
cg17665357,chr8,2076169
cg06823965,chr7,101989365
cg18473978,chr3,195888515
cg04214520,chr3,195888488
cg18185178,chr6,1516378
cg01682157,chr6,1516408
cg00136279,chr6,17975601
cg04570540,chr13,112729502
cg11170552,chr11,69492663
cg22653345,chr11,69492632
cg20274267,chr1,12104420
cg06912227,chr16,4003408
cg16199907,chr6,504351
cg11852646,chr7,1916910
cg17760049,chr7,4734817
cg19458233,chr3,100429835
cg21839504,chr7,156544474
cg18195333,chr7,156544515
cg24062526,chr2,86028681
cg23637880,chr8,141179657
cg26282299,chr8,141179630
cg13133827,chr8,141179707
cg00869989,chr19,2774199
cg11960435,chr20,32847176
cg13817725,chr17,77213496
cg15777335,chr10,13694109
cg22010909,chr13,112729440
cg17947992,chr6,2509946
cg02666566,chr6,2509939
cg09088836,chr6,2509910
cg12554051,chr12,556697
cg24984147,chr12,556721
cg01179055,chr12,556663
cg01782059,chr1,44250270
cg20468325,chr4,186012739
cg10592494,chr7,98306452
cg15211734,chr7,98306444
cg17947992,chr6,2509946
cg02666566,chr6,2509939
cg09088836,chr6,2509910
cg00242786,chr13,113454156
cg21834032,chr13,113454118
cg18564849,chr1,230822995
cg16316054,chr4,184559684
cg19745553,chr4,184559717
cg12026967,chr18,22200765
cg24140574,chr1,16015660
cg10494257,chr1,16015628
cg02864619,chr17,80960161
cg19504661,chr2,238633786
cg03310087,chr15,98883787
cg10896676,chr4,186596640
cg06466782,chr7,101406019
cg14393952,chr18,58772004
cg02384543,chr19,58368490
cg03781262,chr19,58368504
cg06769094,chr8,41293863
cg00352560,chr1,44640594
cg08640475,chr16,85517872
cg10099827,chr16,85517908
cg02225988,chr8,140137513
cg22504031,chr8,140137562
cg08640475,chr16,85517872
cg10099827,chr16,85517908
cg23138608,chr14,91303801
cg12522049,chr15,85255667
cg02011981,chr11,70410575
cg19745541,chr14,101779222
cg08544002,chr6,625332
cg06252276,chr11,34830845
cg25088009,chr14,73721352
cg04701618,chr12,130958686
cg19026802,chr12,130958715
cg06701892,chr12,130958700
cg20325921,chr8,141358232
cg10787911,chr8,141358216
cg10816243,chr5,170784122
cg10007534,chr21,44958439
cg01314391,chr21,44958453
cg16992599,chr15,28506975
cg07702693,chr2,10978438
cg13426839,chr19,539489
cg11749864,chr7,156990696
cg22001208,chr19,18671564
cg09178970,chr12,122867251
cg03261428,chr12,122867235
cg00632125,chr10,1163507
cg10406526,chr19,1051080
cg15212895,chr22,48668700
cg09549949,chr2,239318424
cg09628877,chr3,195886868
cg24427175,chr13,102879989
cg09287356,chr13,102879999
cg09887906,chr13,102879954
cg22153931,chr7,43878076
cg07442105,chr16,66928598
cg01945840,chr22,35617628
cg01815090,chr22,35617661
cg15161225,chr22,35617631
cg07673807,chr17,12623345
cg26586384,chr17,12623315
cg13804171,chr9,110137216
cg19839956,chr8,1495855
cg00746446,chr2,23656267
cg13052101,chr11,68750061
cg24090393,chr1,1625424
cg10096519,chr2,235868433
cg27276994,chr2,235868478
cg05650453,chr1,7372583
cg16652920,chr1,7372553
cg12033187,chr2,105103460
cg04122657,chr16,3964294
cg11890453,chr18,70292142
cg27039501,chr5,150649653
cg14073057,chr17,80822563
cg26583088,chr17,42170232
cg16553083,chr1,224510378
cg03887092,chr6,1080650
cg25663764,chr22,19978011
cg19361181,chr2,10475917
cg24633745,chr1,246767653
cg10521650,chr1,246767634
cg18602928,chr17,82789364
cg26539736,chr2,10526459
cg03614381,chr11,71518596
cg04460362,chr17,81955427
cg25105415,chr17,81955451
cg03654588,chr17,81955498
cg00834537,chr14,103581414
cg22920967,chr14,103581385
cg17356964,chr6,106134763
cg25581448,chr6,106134794
cg17812026,chr17,1591085
cg06193412,chr11,134738778
cg05347334,chr4,2437670
cg26149658,chr4,2437696
cg02662604,chr16,1553504
cg00284420,chr16,87278342
cg21552001,chr6,47234658
cg03398910,chr10,34792051
cg16628135,chr16,1347790
cg15879716,chr7,1892636
cg00705661,chr14,93240263
cg03535253,chr14,93240225
cg13251533,chr12,131801472
cg22707563,chr2,10475779
cg25949961,chr17,81192876
cg10963033,chr17,81192915
cg13728376,chr10,5481282
cg02698622,chr2,241759396
cg19197236,chr2,241759430
cg05898618,chr11,2534346
cg01753252,chr16,88691180
cg00705661,chr14,93240263
cg03535253,chr14,93240225
cg07622575,chr2,11347829
cg04311686,chr5,1179213
cg01977863,chr17,81194036
cg20632978,chr17,81194028
cg25236028,chr17,864094
cg13476078,chr17,864061
cg13120258,chr17,864140
cg13241681,chr13,113533675
cg22612590,chr13,113533658
cg06359492,chr16,89095969
cg25236028,chr17,864094
cg13476078,chr17,864061
cg26605046,chr4,2438004
cg27491224,chr4,2438013
cg03515372,chr3,79502364
cg22795345,chr13,111283161
cg14270002,chr13,111283174
cg22795345,chr13,111283161
cg14270002,chr13,111283174
cg00834537,chr14,103581414
cg22920967,chr14,103581385
cg24586870,chr2,232333880
cg10457436,chr12,6636705
cg18599322,chr3,125698762
cg13159929,chr17,7589904
cg04426802,chr10,124626111
cg07759042,chr18,79433502
cg04516518,chr18,79433464
cg01176720,chr10,34792119
cg14588422,chr10,34792156
cg01449677,chr17,78798806
cg23041250,chr22,50287176
cg12944146,chr22,50287180
cg07838427,chr19,10555252
cg00460944,chr12,132859254
cg10972351,chr1,1460899
cg20951194,chr1,1460916
cg27316811,chr16,1526145
cg21333208,chr4,3473645
cg05673770,chr4,3473601
cg18471471,chr15,99997481
cg15247093,chr10,46397210
cg06775361,chr4,140267187
cg27607136,chr11,1836212
cg22348345,chr11,1836247
cg18116285,chr7,155788717
cg03775163,chr13,113420378
cg21432513,chr12,132859184
cg20341238,chr21,43445884
cg06286135,chr7,157718787
cg08796240,chr16,70699929
cg10175203,chr3,128424791
cg20407483,chr7,5608289
cg13621882,chr7,5608254
cg02910299,chr17,80822366
cg17602102,chr17,80822359
cg16330359,chr6,168414368
cg02152290,chr7,511964
cg16390242,chr16,87418491
cg22481448,chr1,27154177
cg12601118,chr17,9955806
cg00892792,chr8,141287485
cg04418647,chr8,49741341
cg22026150,chr8,49741310
cg26431815,chr8,718053
cg11387897,chr1,183945054
cg08057475,chr15,45511143
cg06921605,chr5,90929364
cg20061378,chr4,1789858
cg26853371,chr4,1789840
cg07464206,chr11,15938469
cg07665466,chr3,138097775
cg01176141,chr11,70176926
cg13089599,chr11,70176954
cg03383886,chr7,156543923
cg21856334,chr3,197027793
cg00077898,chr6,1080909
cg02752174,chr7,116172803
cg14584961,chr7,157740373
cg04897892,chr16,81530709
cg03854913,chr17,82840192
cg27285599,chr17,82840147
cg24341254,chr7,1957694
cg18383680,chr1,162365441
cg04934595,chr17,83063543
cg23444004,chr17,363864
cg14741811,chr3,40908184
cg25478712,chr21,43420240
cg19793807,chr14,55541060
cg19139727,chr10,34941932
cg14273093,chr12,124304550
cg13323391,chr7,157787053
cg14499959,chr6,33320996
cg15070677,chr6,33321027
cg09864211,chr6,33321023
cg18704865,chr6,33321074
cg14523639,chr6,33321062
cg21350498,chr6,33321008
cg14342106,chr11,57302172
cg11414415,chr11,57302166
cg09330078,chr11,57302209
cg21585640,chr2,97734708
cg20210057,chr2,97734687
cg27292389,chr10,5961561
cg07098566,chr6,33321114
cg03243551,chr6,33321164
cg18704865,chr6,33321074
cg04707348,chr2,97735085
cg10288921,chr2,3285940
cg08250787,chr7,4129972
cg13818127,chr7,4129998
cg07215298,chr2,239118523
cg03877418,chr2,241816118
cg08042027,chr2,239118393
cg08288795,chr19,6375391
cg11383802,chr11,71434858
cg24923860,chr5,150386308
cg04418647,chr8,49741341
cg22026150,chr8,49741310
cg00844791,chr19,55531212
cg02775417,chr19,643457
cg17031656,chr1,109258625
cg06291428,chr11,57791591
cg27447746,chr22,23459291
cg26858540,chr19,56091953
cg12572352,chr13,112775952
cg06349762,chr16,838938
cg11881562,chr19,49130645
cg04453552,chr16,57360475
cg25368917,chr12,124304081
cg13784276,chr9,136211800
cg09237133,chr17,82321038
cg09340279,chr17,82321071
cg14499959,chr6,33320996
cg15070677,chr6,33321027
cg05147195,chr6,33320957
cg09864211,chr6,33321023
cg21350498,chr6,33321008
cg14342106,chr11,57302172
cg11414415,chr11,57302166
cg09330078,chr11,57302209
cg14385008,chr2,3465383
cg04932205,chr11,65619819
cg16708264,chr7,157544282
cg17212065,chr8,46145849
cg15247169,chr8,46145882
cg08214693,chr8,143803370
cg26185884,chr8,143486262
cg12645891,chr5,139797
cg02527886,chr7,2928682
cg21856334,chr3,197027793
cg06063209,chr3,195875403
cg26619296,chr10,1543091
cg15356461,chr1,2911268
cg23887776,chr1,2911233
cg10505163,chr10,71706971
cg26338723,chr10,116125472
cg03885119,chr10,116125517
cg26993007,chr10,116125422
cg10108612,chr1,18877505
cg21993464,chr19,13930492
cg23523659,chr10,2083717
cg10365469,chr6,168016417
cg19252565,chr6,168016446
cg01239666,chr3,195874510
cg20384732,chr3,195874504
cg08250787,chr7,4129972
cg13818127,chr7,4129998
cg21478921,chr2,241678520
cg03301433,chr2,241678531
cg05652090,chr12,117855364
cg26243623,chr8,143787815
cg20384325,chr15,48976553
cg15732530,chr19,45071765
cg06332339,chr15,73597187
cg08435157,chr15,73597220
cg06557376,chr17,8481289
cg02059952,chr17,8481277
cg23475109,chr2,96864946
cg25950668,chr2,96864916
cg22591002,chr2,96864958
cg23595571,chr11,1291870
cg00474840,chr19,18010010
cg01908177,chr3,113286356
cg01239666,chr3,195874510
cg20384732,chr3,195874504
cg14697425,chr19,13932027
cg21080473,chr7,50492826
cg27620176,chr22,46658170
cg24425531,chr1,15046455
cg15914316,chr7,2043562
cg18483265,chr7,2043546
cg07281948,chr12,57208152
cg15920131,chr12,57208103
cg01425021,chr4,1993309
cg16940803,chr6,7441349
cg04320956,chr16,69109609
cg17248540,chr16,69109597
cg05684569,chr16,81895860
cg08489309,chr3,54033938
cg18741175,chr3,54033917
cg14719752,chr21,42617360
cg16929427,chr6,1577843
cg00134190,chr6,1577878
cg27089559,chr6,1577858
cg21871213,chr17,8480482
cg08333708,chr16,2485756
cg20410537,chr1,33147390
cg15860924,chr1,33147376
cg02314166,chr17,62689770
cg24136288,chr17,45105782
cg03890628,chr1,9606844
cg09541794,chr8,143790682
cg15386350,chr1,11531709
cg26401028,chr4,3514807
cg20691436,chr10,5525515
cg09174681,chr8,143320956
cg08442149,chr10,1725290
cg22018329,chr19,3116718
cg03784994,chr11,1534820
cg06518327,chr7,157468469
cg14414203,chr14,22846040
cg18064706,chr7,157853964
cg14628604,chr7,157854009
cg22108292,chr17,10657359
cg25663764,chr22,19978011
cg05880944,chr2,241677550
cg14199833,chr6,33321187
cg00117005,chr6,33321218
cg03243551,chr6,33321164
cg13059373,chr6,33321167
cg23544472,chr11,131837772
cg11754374,chr11,131837757
cg03347632,chr1,230322233
cg05266497,chr1,230322215
cg02225054,chr16,12116977
cg27096032,chr16,12117053
cg21101726,chr1,204155030
cg26961332,chr19,18309821
cg10299941,chr8,143934969
cg15718663,chr11,3166554
cg05982473,chr11,3166573
cg18897335,chr11,3166560
cg23475112,chr5,132389633
cg03962214,chr1,10647896
cg21787835,chr1,10647877
cg20318235,chr1,10647860
cg00758701,chr13,49305582
cg14213814,chr13,49305533
cg09146892,chr6,6971102
cg18679635,chr6,6971082
cg19751937,chr6,6971138
cg19390357,chr16,12117329
cg10503298,chr4,1223433
cg13189671,chr12,123266235
cg14790739,chr12,123266280
cg21333208,chr4,3473645
cg05673770,chr4,3473601
cg04768745,chr16,12117241
cg03976326,chr7,4191422
cg02332902,chr7,1063541
cg20691436,chr10,5525515
cg13826564,chr11,65539260
cg21768956,chr17,1024412
cg03381604,chr8,98168512
cg06332339,chr15,73597187
cg08435157,chr15,73597220
cg17774001,chr2,25377883
cg01512719,chr13,49305634
cg06503715,chr17,82533812
cg26176014,chr17,82533769
cg04128884,chr4,720727
cg07349805,chr4,720717
cg14697425,chr19,13932027
cg10348368,chr14,105385546
cg14233878,chr9,136652103
cg01753252,chr16,88691180
cg02328660,chr1,3473180
cg13729548,chr14,92939592
cg25478712,chr21,43420240
cg14108894,chr7,2054993
cg01922485,chr1,1007316
cg27620176,chr22,46658170
cg09159050,chr1,1628120
cg23956190,chr7,1474819
cg22717323,chr7,2055342
cg11856821,chr4,186619455
cg27431500,chr16,1692280
cg03070534,chr13,114164962
cg01176141,chr11,70176926
cg13089599,chr11,70176954
cg04896048,chr11,120123072
cg04745079,chr11,120123043
cg14398731,chr11,120123024
cg21596290,chr11,120123014
cg02089452,chr16,89433744
cg18490269,chr7,1810292
cg09786329,chr16,88755037
cg15654779,chr8,1326512
cg22152500,chr8,1326520
cg13159929,chr17,7589904
cg20268930,chr15,101174734
cg05485379,chr3,197394539
cg25611057,chr3,197394548
cg04128884,chr4,720727
cg07349805,chr4,720717
cg14071947,chr9,133362448
cg15247247,chr7,4762904
cg01094351,chr4,152258315
cg13320898,chr7,4762292
cg04455286,chr12,131864094
cg02026637,chr12,131864073
cg09432775,chr19,1117454
cg06492111,chr16,87840786
cg13599131,chr10,131983019
cg27353308,chr10,131983055
cg22811668,chr19,2046304
cg03246954,chr19,2046351
cg16628135,chr16,1347790
cg20341238,chr21,43445884
cg11960435,chr20,32847176
cg07748741,chr10,97570299
cg02613380,chr10,97570319
cg10457436,chr12,6636705
cg09954729,chr16,2284595
cg24878868,chr1,3690837
cg26208930,chr1,3690861
cg17808634,chr1,4215081
cg19853077,chr10,103456505
cg07962882,chr19,1117290
cg26241650,chr22,40021534
cg15041373,chr19,39087301
cg08287334,chr19,1854634
cg00779602,chr3,66017252
cg12201155,chr4,1296780
cg00422714,chr16,1764417
cg18602928,chr17,82789364
cg07984614,chr10,124626229
cg26725552,chr10,124626189
cg10034481,chr16,87830825
cg16888603,chr8,143614481
cg17510385,chr5,912706
cg12705693,chr5,912745
cg17714010,chr17,80994650
cg26058289,chr22,46658251
cg19043450,chr19,595705
cg03148373,chr1,963472
cg12389346,chr4,1221324
cg03962214,chr1,10647896
cg21787835,chr1,10647877
cg02172466,chr1,10647946
cg20318235,chr1,10647860
cg21903221,chr14,105385644
cg00479347,chr14,105385614
cg22607164,chr3,184631774
cg04769514,chr13,29514503
cg09750646,chr13,29514478
cg04076264,chr6,150115982
cg20067575,chr6,150115936
cg16408279,chr5,2466053
cg24371534,chr1,3468365
cg03960390,chr1,2403475
cg11436025,chr11,117505523
cg01074104,chr1,40858722
cg11865578,chr3,47002506
cg18907098,chr4,519205
cg24892120,chr4,519219
cg08796240,chr16,70699929
cg06096175,chr20,62126294
cg20278383,chr13,95433844
cg08577953,chr4,99653298
cg14095720,chr1,201225923
cg17565051,chr10,131938089
cg00243187,chr11,128876319
cg09632029,chr17,18952193
cg09941017,chr7,157895812
cg12856760,chr17,80002293
cg22452170,chr7,157634603
cg08623515,chr6,170256029
cg21708145,chr6,170256063
cg02225988,chr8,140137513
cg22504031,chr8,140137562
cg16644803,chr10,131625854
cg10709708,chr10,131625834
cg10426234,chr12,132363190
cg03816062,chr2,100002004
cg18003518,chr2,100001976
cg27092995,chr16,88760114
cg02154436,chr16,88760161
cg16145211,chr17,77699296
cg12249345,chr19,44813236
cg21978694,chr19,44813252
cg27630540,chr4,1353378
cg13294602,chr8,140557680
cg12249345,chr19,44813236
cg21978694,chr19,44813252
cg16644803,chr10,131625854
cg10709708,chr10,131625834
cg09927251,chr2,1882333
cg01743020,chr2,1882314
cg17162031,chr2,1882355
cg08533865,chr17,79088510
cg23836168,chr17,79088536
cg05358397,chr10,5508507
cg14642467,chr9,137040590
cg00403616,chr8,641688
cg13929734,chr4,1622156
cg04462650,chr10,132797094
cg22278901,chr19,1961291
cg25207147,chr2,178108352
cg06382167,chr2,178108338
cg21488093,chr2,178108365
cg15750941,chr10,133189214
cg09176893,chr4,99653439
cg11143131,chr5,132272553
cg16908901,chr1,93589278
cg13823144,chr11,66708250
cg15775406,chr7,1293976
cg27092995,chr16,88760114
cg02154436,chr16,88760161
cg16900589,chr2,237708545
cg16796151,chr7,157654552
cg06684201,chr7,157654557
cg25859670,chr11,132161523
cg20806040,chr13,112843293
cg14398860,chr10,132677701
cg03899721,chr8,8891282
cg05264881,chr1,15048652
cg14574910,chr5,2155695
cg06593910,chr16,88643519
cg10152624,chr4,1353151
cg05349039,chr21,45425195
cg07529658,chr21,45425245
cg16245035,chr1,10624335
cg03625662,chr10,131093056
cg10589396,chr10,131093078
cg02650121,chr7,36084952
cg27104778,chr2,236634063
cg20722637,chr2,236634019
cg09115646,chr10,2936495
cg16796151,chr7,157654552
cg06684201,chr7,157654557
cg24859375,chr12,7014610
cg16990083,chr1,1675118
cg26953293,chr16,85650502
cg24873695,chr1,3206490
cg06834177,chr1,6273783
cg03961030,chr1,6273736
cg15100947,chr1,6273807
cg16990945,chr18,77120305
cg01233786,chr13,112844136
cg11840467,chr13,112844100
cg10249637,chr7,157862744
cg14840782,chr7,157487637
cg24404878,chr7,3042534
cg22605290,chr10,128958959
cg16621196,chr10,128958978
cg24137774,chr11,19350467
cg25909885,chr11,19350465
cg27196131,chr4,187176529
cg16053005,chr4,13298876
cg06513819,chr4,13298883
cg12349571,chr15,70072020
cg01666796,chr15,70071988
cg21617494,chr15,57326281
cg06509223,chr13,22848607
cg24990808,chr15,98891404
cg02381965,chr2,3414709
cg24929896,chr2,3414759
cg06415550,chr11,456082
cg16124920,chr11,456063
cg18003518,chr2,100001976
cg01286950,chr2,100001937
cg21927314,chr7,9017213
cg25718735,chr10,131160807
cg08763309,chr10,131160839
cg03816062,chr2,100002004
cg18003518,chr2,100001976
cg01286950,chr2,100001937
cg02517488,chr8,10613090
cg15305070,chr2,930243
cg06662140,chr1,18482803
cg10584587,chr6,163309251
cg21843262,chr2,44286618
cg13858127,chr13,112843814
cg14061772,chr12,72873189
cg26463699,chr8,1676575
cg13945749,chr5,2866351
cg10369955,chr12,132288888
cg12221318,chr4,8646438
cg04574095,chr17,7321975
cg20168823,chr18,37336775
cg10407177,chr18,37336750
cg26967566,chr16,85710257
cg05598886,chr16,2090430
cg10268345,chr16,2090403
cg07036112,chr16,2090437
cg25545503,chr6,160259130
cg02666489,chr6,160259083
cg08775375,chr8,10596644
cg07797693,chr8,10596619
cg24998791,chr8,10596590
cg03816625,chr16,12098573
cg00912247,chr14,104422779
cg24140574,chr1,16015660
cg10494257,chr1,16015628
cg17125804,chr12,111310542
cg07263694,chr12,111310495
cg00535785,chr16,49732874
cg13576505,chr4,12609731
cg21478921,chr2,241678520
cg03301433,chr2,241678531
cg07858195,chr5,178426480
cg02723533,chr11,69654223
cg06698598,chr16,1348225
cg04099705,chr16,1347980
cg19494587,chr16,1348003
cg12462916,chr1,219958973
cg18679487,chr10,131969798
cg03899721,chr8,8891282
cg09473364,chr13,112272876
cg10243459,chr7,157791389
cg00347938,chr11,69654345
cg02571204,chr10,112831974
cg09581935,chr10,112831948
cg27000496,chr8,141220905
cg13659360,chr11,121152918
cg10067182,chr2,239052858
cg19755813,chr17,746968
cg13599131,chr10,131983019
cg27353308,chr10,131983055
cg20651080,chr17,82061650
cg03571301,chr17,82061690
cg19223190,chr17,82100959
cg13939156,chr17,82101007
cg03046466,chr16,955503
cg04410987,chr11,70436639
cg14498227,chr11,70436668
cg22795345,chr13,111283161
cg14270002,chr13,111283174
cg16628135,chr16,1347790
cg12201155,chr4,1296780
cg22795345,chr13,111283161
cg14270002,chr13,111283174
cg01602345,chr1,3360961
cg21167817,chr1,3360993
cg00912247,chr14,104422779
cg26539736,chr2,10526459
cg02501155,chr16,79229576
cg17244801,chr1,10698180
cg22979083,chr8,141357695
cg03616722,chr13,111948101
cg03890628,chr1,9606844
cg18725348,chr12,131008713
cg01071314,chr1,3361059
cg01176141,chr11,70176926
cg13089599,chr11,70176954
cg20285974,chr11,526362
cg05485379,chr3,197394539
cg25611057,chr3,197394548
cg20282303,chr1,236761092
cg13241681,chr13,113533675
cg22612590,chr13,113533658
cg02923888,chr11,1462661
cg04934595,chr17,83063543
cg20691436,chr10,5525515
cg03558269,chr16,88184224
cg15320905,chr12,113725008
cg21613549,chr13,111283724
cg12512173,chr13,111283712
cg22032283,chr13,111283697
cg02863087,chr1,180942441
cg17006413,chr1,1007071
cg21472517,chr1,1007091
cg18019572,chr1,1007109
cg22673826,chr1,1007118
cg05855116,chr7,101960055
cg26918117,chr7,101960018
cg04897892,chr16,81530709
cg08552167,chr10,132746605
cg00922420,chr1,55063485
cg07259651,chr11,129932174
cg26058289,chr22,46658251
cg24060527,chr17,9162839
cg00869989,chr19,2774199
cg09559196,chr5,149995519
cg05798147,chr6,127459918
cg14377739,chr9,136804585
cg13858127,chr13,112843814
cg04725041,chr11,64138612
cg05697539,chr11,64138632
cg02474926,chr12,3821757
cg22079102,chr19,5061074
cg07838427,chr19,10555252
cg20268930,chr15,101174734
cg14139875,chr11,66687124
cg22306015,chr11,66687154
cg08057475,chr15,45511143
cg17016175,chr2,97891014
cg07335189,chr11,1462743
cg23478225,chr2,45886736
cg04410987,chr11,70436639
cg14498227,chr11,70436668
cg16707227,chr2,18976570
cg15480114,chr6,31889263
cg22849149,chr19,2321755
cg15922228,chr19,2321727
cg04076264,chr6,150115982
cg20067575,chr6,150115936
cg04286195,chr16,88066096
cg06969933,chr16,88066134
cg05762553,chr16,88066116
cg22786486,chr22,20086005
cg16929427,chr6,1577843
cg00134190,chr6,1577878
cg27089559,chr6,1577858
cg26431815,chr8,718053
cg02612270,chr16,965103
cg24586870,chr2,232333880
cg04649852,chr16,29218329
cg03383886,chr7,156543923
cg13599131,chr10,131983019
cg27353308,chr10,131983055
cg02835981,chr10,131982990
cg21762589,chr10,131982972
cg26906629,chr11,68796899
cg00357546,chr10,133218650
cg25408237,chr1,9596926
cg07897659,chr22,49923253
cg24640577,chr1,246775914
cg06826710,chr1,246775947
cg23430295,chr7,141032938
cg05828992,chr7,141032889
cg02152290,chr7,511964
cg15640993,chr10,130233042
cg11827743,chr8,74948384
cg27026390,chr8,74948393
cg14245471,chr2,10427717
cg19081571,chr1,1254757
cg17469240,chr1,1254716
cg01176141,chr11,70176926
cg13089599,chr11,70176954
cg22004774,chr6,137174217
cg14553824,chr6,137174246
cg24008893,chr2,39400128
cg11276053,chr19,45804476
cg26070281,chr14,21091869
cg10464529,chr16,57996826
cg00454856,chr16,57996907
cg25899954,chr18,8660166
cg09227533,chr4,186024185
cg00313498,chr4,7786217
cg27567206,chr4,7786256
cg10099518,chr4,7786233
cg17257554,chr2,241065408
cg00313498,chr4,7786217
cg27567206,chr4,7786256
cg10099518,chr4,7786233
cg02359773,chr19,45804588
cg13513411,chr19,4676190
cg19016273,chr7,3908392
cg11985341,chr11,129852582
cg27223646,chr11,129852617
cg25637473,chr15,62245761
cg23066057,chr15,62245735
cg06136125,chr15,62245717
cg27459530,chr16,87711300
cg08734237,chr16,87711342
cg02924834,chr16,87711270
cg00313498,chr4,7786217
cg27567206,chr4,7786256
cg10099518,chr4,7786233
cg24630516,chr11,76141345
cg05343689,chr11,76141393
cg07783183,chr11,76141311
cg11985341,chr11,129852582
cg27223646,chr11,129852617
cg25931138,chr3,195982827
cg12923728,chr3,195982844
cg01813877,chr14,102903380
cg01125214,chr2,235980125
cg25637473,chr15,62245761
cg23066057,chr15,62245735
cg06136125,chr15,62245717
cg22782070,chr13,113431271
cg26994283,chr5,178537756
cg02654411,chr16,1602551
cg24425531,chr1,15046455
cg07979388,chr4,168652104
cg26673975,chr16,66387071
cg02952918,chr12,119735206
cg14578247,chr12,119735252
cg01602345,chr1,3360961
cg21167817,chr1,3360993
cg02453348,chr11,3617228
cg14166625,chr11,3617218
cg10933428,chr2,128345590
cg00102512,chr2,128345588
cg27459530,chr16,87711300
cg08734237,chr16,87711342
cg24868883,chr19,45145044
cg15893929,chr17,3851896
cg02746684,chr3,197620405
cg00133223,chr3,197620385
cg26124466,chr3,197620364
cg17274072,chr15,90360995
cg20985897,chr7,157985839
cg13786513,chr19,45145304
cg23716449,chr8,21750768
cg15997512,chr8,21750742
cg00171166,chr20,36815872
cg08552167,chr10,132746605
cg14280283,chr9,137009409
cg02381965,chr2,3414709
cg24929896,chr2,3414759
cg16755475,chr16,4752989
cg11920453,chr4,1418032
cg15147841,chr19,45530027
cg12554051,chr12,556697
cg24984147,chr12,556721
cg01179055,chr12,556663
cg03445173,chr2,17817070
cg06880930,chr16,57113388
cg07521668,chr11,64031909
cg02235041,chr8,143593883
cg10427811,chr5,80351771
cg02118390,chr6,166638256
cg02655824,chr6,166638226
cg25296804,chr6,166638293
cg10924857,chr17,20110516
cg18365383,chr7,33686207
cg24526056,chr5,157052545
cg08209184,chr20,36816157
cg00734813,chr20,36816109
cg21970473,chr20,36816155
cg09927251,chr2,1882333
cg01743020,chr2,1882314
cg17162031,chr2,1882355
cg04216051,chr2,239250916
cg20415945,chr2,239250949
cg11707310,chr1,2606280
cg21929781,chr1,2606309
cg01362762,chr13,114039924
cg20149898,chr13,21979621
cg25154059,chr13,21979592
cg19358202,chr1,41020430
cg26071556,chr7,1054218
cg11116288,chr7,1054244
cg13320257,chr7,1054267
cg18579761,chr4,82402432
cg21784143,chr17,20557275
cg05058886,chr17,20557314
cg01071314,chr1,3361059
cg03347739,chr6,53922870
cg18993641,chr14,105643159
cg11753771,chr1,214464727
cg03239335,chr2,3414870
cg04893833,chr20,33848585
cg15707332,chr20,33848553
cg09692355,chr16,1627046
cg23716449,chr8,21750768
cg15997512,chr8,21750742
cg03427577,chr2,61582504
cg16481556,chr8,2251051
cg03269045,chr2,26457610
cg19846609,chr11,125129498
cg19727491,chr7,4225916
cg19854900,chr7,4225897
cg12449716,chr10,132747612
cg09757588,chr2,1414256
cg23136645,chr2,1414301
cg27378591,chr2,240757607
cg13175786,chr1,3243051
cg13867039,chr1,3243081
cg27315348,chr3,184324920
cg12023686,chr3,184324887
cg22808692,chr7,6154155
cg23674202,chr17,82583673
cg16996571,chr14,91224785
cg19873420,chr14,91224835
cg24352934,chr17,1150596
cg09596260,chr16,50304469
cg13411923,chr12,121958771
cg15417875,chr12,121958781
cg13411923,chr12,121958771
cg15417875,chr12,121958781
cg09860804,chr12,121958727
cg10369955,chr12,132288888
cg24630516,chr11,76141345
cg07783183,chr11,76141311
cg09557149,chr4,182895011
cg00350519,chr1,53440069
cg16038181,chr1,53440041
cg00612828,chr4,182894818
cg07927953,chr10,132746192
cg19412478,chr22,26487674
cg11761622,chr6,25726728
cg07077277,chr6,25726684
cg25090472,chr6,25726725
cg10093738,chr6,25726719
cg04539057,chr11,1031985
cg02071579,chr16,88484042
cg09768859,chr10,132758884
cg17994840,chr10,132758913
cg06732450,chr10,132758857
cg03887092,chr6,1080650
cg10592494,chr7,98306452
cg15211734,chr7,98306444
